iter	Accuracy	MultiClass
339	0.6599348127	0.747873829
340	0.6599904095	0.747784113
341	0.6599973591	0.7477322055
342	0.6599973591	0.7475982979
343	0.6601363513	0.7474356115
344	0.6600599056	0.7473894136
345	0.6601363513	0.7472990025
346	0.6601710994	0.7472067869
347	0.6602058474	0.7471242347
348	0.660178049	0.747049296
349	0.6603170411	0.7469647725
350	0.6604629829	0.7466725414
351	0.6604699325	0.7466252506
352	0.6605255294	0.7465200673
353	0.6605463782	0.7464403637
354	0.6606019751	0.7463385994
355	0.6607131688	0.7462826237
356	0.6606367231	0.7461077695
357	0.660727068	0.7460215555
358	0.6607965641	0.7459851357
359	0.6609286067	0.7458023421
360	0.6608174129	0.7456679537
361	0.6608313122	0.7455865693
362	0.6608243625	0.7454989086
363	0.6609981028	0.7453393303
364	0.6610745484	0.7452774998
365	0.6611440445	0.745138837
366	0.6613108351	0.7450311371
367	0.6613594824	0.7449876821
368	0.6614567769	0.744872887
369	0.6614776257	0.7448097604
370	0.661526273	0.7447622449
371	0.6615957691	0.744678709
372	0.6615957691	0.7445607068
373	0.6615332226	0.7444985881
374	0.6615749203	0.7444457486
375	0.6616305171	0.7443902627
376	0.6617486605	0.7443022147
377	0.6618876526	0.7442096346
378	0.6618529046	0.7441607024
379	0.6619432495	0.7440627527
380	0.6619710479	0.7439425502
381	0.6620266448	0.7438459985
382	0.6620613928	0.7437856463
383	0.6621378385	0.7436830285
384	0.6622837803	0.7435903001
385	0.6622351331	0.7434349357
386	0.6623810748	0.7433727359
387	0.6622976795	0.7432784643
388	0.6623046291	0.7431969862
389	0.6623880244	0.7431596076
390	0.6623880244	0.7430700817
391	0.6624088733	0.742976961
392	0.6624505709	0.7429304051
393	0.6624575205	0.7428222401
394	0.6624436213	0.7427813099
395	0.6624714197	0.74273683
396	0.6624922686	0.7426137675
397	0.6625826135	0.7425194774
398	0.6625687143	0.7424795967
399	0.6624505709	0.7424054683
400	0.6625131174	0.7423526531
401	0.6625478654	0.7422359258
402	0.662714656	0.7421420203
403	0.6626660088	0.742063651
404	0.6627563537	0.7419964908
405	0.6627355049	0.7419162008
406	0.6627633033	0.7418842691
407	0.6628327994	0.7418426743
408	0.6629161947	0.7416672492
409	0.6629578923	0.7415968296
410	0.6629648419	0.7415568926
411	0.6630412876	0.7415007879
412	0.6629578923	0.7414605691
413	0.6630829853	0.7413898151
414	0.6630760357	0.7413388259
415	0.6631455317	0.7412432344
416	0.6631038341	0.7411757171
417	0.6632567255	0.741125995
418	0.6633053727	0.7410310768
419	0.6632775743	0.7409575669
420	0.663034338	0.7407867827
421	0.6630899349	0.7407128025
422	0.6630551868	0.7406696634
423	0.6630829853	0.7406043907
424	0.6630690861	0.7405589788
425	0.6631316325	0.7404874009
426	0.6632358767	0.7404396502
427	0.6632706247	0.7403702906
428	0.6632845239	0.740288086
429	0.6632219774	0.7402154185
430	0.663228927	0.7401448556
431	0.6632775743	0.7401139902
432	0.6633123224	0.7400526783
433	0.6633123224	0.7400006218
434	0.6634096169	0.7399555663
435	0.6634165665	0.7399005461
436	0.6635416594	0.7398258078
437	0.6636389539	0.7397565265
438	0.6636806516	0.7396565512
439	0.6636250547	0.7396132993
440	0.6636389539	0.739544171
441	0.6637292989	0.739439938
442	0.6636876012	0.7393572364
443	0.6638057445	0.7393121182
444	0.6638752406	0.7392227153
445	0.6638543918	0.739179898
446	0.6639169383	0.7389711867
447	0.6640211824	0.7389213837
448	0.6640628801	0.7388658997
449	0.6639586359	0.7388155295
450	0.6640072832	0.7387658293
451	0.6640559304	0.7386950534
452	0.664028132	0.7386419725
453	0.6641323761	0.7385605586
454	0.664153225	0.738509868
455	0.6641601746	0.7384609524
456	0.6641184769	0.7384007878
457	0.6642435699	0.738348651
458	0.664313066	0.7382454727
459	0.6642574691	0.7382001333
460	0.6643339148	0.7381386186
461	0.6642783179	0.7380969018
462	0.6643547636	0.738034586
463	0.6643756124	0.7379836506
464	0.6644798566	0.7379259215
465	0.6643200156	0.7379022076
466	0.6644868062	0.7378106227
467	0.6645285038	0.7377413255
468	0.6644798566	0.7376977197
469	0.6646883448	0.7375877189
470	0.6646813952	0.737545489
471	0.6648134378	0.7374051311
472	0.664862085	0.7373225923
473	0.6648134378	0.7372628412
474	0.6649385307	0.7371546568
475	0.6650775229	0.7370620443
476	0.6650983717	0.7370279138
477	0.665021926	0.736950506
478	0.6650427748	0.7369045939
479	0.6652512631	0.7368562322
480	0.6651678678	0.736767276
481	0.6652026158	0.7367196624
482	0.6651956662	0.7366530256
483	0.6651956662	0.7365620333
484	0.6652443135	0.7365198584
485	0.6652651623	0.736471625
486	0.665216515	0.7363846535
487	0.6652651623	0.7363254701
488	0.665341608	0.7362899316
489	0.6654041545	0.7362603237
490	0.6654806002	0.7361703302
491	0.6655222978	0.7361404449
492	0.6655431466	0.7360377919
493	0.6655153482	0.7359556985
494	0.66566129	0.7359141669
495	0.6656682396	0.7358506753
496	0.6657238365	0.7357999752
497	0.6657794333	0.7357708205
498	0.6658141814	0.7356994761
499	0.665855879	0.7356549136
500	0.6658697782	0.7356138093
501	0.6658489294	0.7355258777
502	0.6658975767	0.7354968287
503	0.6658280806	0.7354494814
504	0.6658697782	0.7353810922
505	0.6658072318	0.7353339467
506	0.6658767278	0.7352412192
507	0.6659462239	0.7351773049
508	0.6659253751	0.735150212
509	0.6658975767	0.7351081817
510	0.6659392743	0.7350411715
511	0.6659392743	0.7349856658
512	0.6660643673	0.7348838339
513	0.6660574177	0.7348417953
514	0.6660713169	0.7347987343
515	0.6660643673	0.7347629749
516	0.6660921657	0.7346822935
517	0.6661269137	0.7346352869
518	0.6661338634	0.734605753
519	0.666175561	0.734541109
520	0.6662242083	0.734486075
521	0.6663493012	0.7344138068
522	0.66637015	0.7343483596
523	0.6663632004	0.7342851505
524	0.6663215028	0.7342204408
525	0.666460495	0.7341425406
526	0.6663632004	0.7340742007
527	0.6665091422	0.7340442276
528	0.6666133863	0.7339841317
529	0.6666828824	0.7338024381
530	0.6665994871	0.7337592318
531	0.6667106809	0.7337159597
532	0.6667106809	0.7336304978
533	0.6667801769	0.7335615309
534	0.6667454289	0.7335340444
535	0.6668774715	0.7334241024
536	0.6670025644	0.7333626081
537	0.6670234132	0.7333183871
538	0.6670651109	0.733271479
539	0.6670512117	0.7331700563
540	0.6671415566	0.7331104569
541	0.667169355	0.7330251426
542	0.6672319015	0.7329386257
543	0.6672527503	0.7328790015
544	0.6673708937	0.7328172764
545	0.6674125913	0.7327483361
546	0.6673500448	0.7326806233
547	0.6673986921	0.732600375
548	0.667489037	0.7325206926
549	0.6674751378	0.7324787486
550	0.6675098858	0.7324121736
551	0.6674473393	0.7323665299
552	0.6675654827	0.7322755421
553	0.6676558276	0.7321607953
554	0.6677183741	0.7320658043
555	0.6676766764	0.7320180245
556	0.6676627772	0.7319592246
557	0.667648878	0.731913913
558	0.6677114245	0.7318210512
559	0.6677531221	0.7317327692
560	0.6677461725	0.7316944955
561	0.6678156686	0.7316266372
562	0.6676975252	0.7315575635
563	0.6677670213	0.7314994235
564	0.6678643158	0.7314685636
565	0.6679477111	0.7314216934
566	0.6679963584	0.7313626654
567	0.6680797537	0.7313091198
568	0.6681006025	0.7312719304
569	0.6681353506	0.7312222139
570	0.6680936529	0.7311519049
571	0.6682673931	0.7311030764
572	0.6681353506	0.7310562125
573	0.668288242	0.7310106432
574	0.66832299	0.7309186418
575	0.6683507884	0.7308612249
576	0.6685106294	0.7307857496
577	0.6685036798	0.7306343347
578	0.6685245286	0.7305611151
579	0.6685314783	0.7305267153
580	0.6686218232	0.7304864117
581	0.6685592767	0.7304495111
582	0.6685731759	0.7303710024
583	0.6686565712	0.7303014064
584	0.6686704704	0.7302419547
585	0.668802513	0.730162631
586	0.668837261	0.7301257191
587	0.6689067571	0.7300942272
588	0.6690040516	0.7299807391
589	0.6690318501	0.7299518054
590	0.6690457493	0.7299018332
591	0.6690318501	0.7298264431
592	0.6690110012	0.7298065742
593	0.6688998075	0.7297727732
594	0.6689554044	0.7297316783
595	0.6689832028	0.7296789293
596	0.6689832028	0.7296121928
597	0.6690735477	0.7294837595
598	0.6690179508	0.7294371253
599	0.6690526989	0.7293698589
600	0.6691499934	0.7293076427
601	0.6692542375	0.7292740778
602	0.6693028848	0.7292356145
603	0.6693376328	0.7292021014
604	0.6692959352	0.7291109486
605	0.6693376328	0.7290786243
606	0.6693237336	0.7290433863
607	0.6692750863	0.7289275189
608	0.6692611871	0.7288951029
609	0.6692889856	0.7288299043
610	0.6693932297	0.7287809092
611	0.6692959352	0.7287044049
612	0.6693584816	0.7286615232
613	0.6693932297	0.7285901888
614	0.6694974738	0.7285349482
615	0.6695252723	0.7284816525
616	0.6696434156	0.7284321349
617	0.6695530707	0.7283838262
618	0.6695461211	0.7283463059
619	0.6696503652	0.7282767837
620	0.6696990125	0.7282123384
621	0.6697268109	0.7281709684
622	0.6698102062	0.7281264456
623	0.6698449542	0.7280747763
624	0.6699839464	0.7279973233
625	0.6700117448	0.7279206921
626	0.6700395433	0.7278716959
627	0.670150737	0.7278242214
628	0.6701576866	0.7277772047
629	0.6702063339	0.7277241844
630	0.6702480315	0.7276260418
631	0.6702341323	0.7275921218
632	0.6702410819	0.7275188608
633	0.6702480315	0.7274832779
634	0.6702688803	0.7274525106
635	0.6702480315	0.727414932
636	0.6702897292	0.7273639676
637	0.6703036284	0.7273188695
638	0.6702827796	0.7272851292
639	0.6704634694	0.727231215
640	0.6703800741	0.7271478966
641	0.6704356709	0.7270949955
642	0.6704495702	0.7270603454
643	0.6704634694	0.7270164946
644	0.6705190663	0.7269665791
645	0.6705329655	0.7269085305
646	0.6704982174	0.7268424698
647	0.6705399151	0.7267901129
648	0.6705677135	0.7267413704
649	0.6705677135	0.726693056
650	0.6705121166	0.7266409333
651	0.6706024616	0.726601399
652	0.6705677135	0.7265603741
653	0.6705746631	0.7265114456
654	0.6705468647	0.7264691274
655	0.6705746631	0.7264321956
656	0.6706511088	0.7263760891
657	0.6706997561	0.7263259866
658	0.6707067057	0.7262489507
659	0.6707831514	0.7261743965
660	0.6707692522	0.7261422998
661	0.6707345041	0.726111304
662	0.6707831514	0.7260612515
663	0.6708109498	0.7260164204
664	0.670824849	0.7259574947
665	0.6707831514	0.7259077134
666	0.6708178994	0.7258887769
667	0.670824849	0.7258348646
668	0.6708040002	0.725817498
669	0.6708665467	0.7257358058
670	0.6709012947	0.7256861857
671	0.6708665467	0.7256369234
672	0.670824849	0.7255821864
673	0.6708109498	0.7255047642
674	0.6708040002	0.7254651905
675	0.6708456978	0.7254288854
676	0.6709429924	0.7253785527
677	0.6709290931	0.7253372178
678	0.6709985892	0.7252509132
679	0.6709151939	0.7251712347
680	0.670949942	0.7251242729
681	0.6709360428	0.7250723745
682	0.6709638412	0.7250104373
683	0.6710333373	0.7249472125
684	0.6710263877	0.7248990424
685	0.6710472365	0.7248691087
686	0.6710472365	0.7248302665
687	0.6710819845	0.7247852274
688	0.6712209767	0.7247322267
689	0.671179279	0.7247020971
690	0.6712209767	0.7246623641
691	0.6712279263	0.7246325527
692	0.6712626743	0.7245762933
693	0.6712140271	0.7245444346
694	0.6712418255	0.7244916556
695	0.6712626743	0.7244347959
696	0.6714016665	0.7243744361
697	0.6714364146	0.7243126167
698	0.671498961	0.7242558987
699	0.671464213	0.7242269686
700	0.6714433642	0.7241856853
701	0.6714503138	0.724146374
702	0.6713947169	0.7241167367
703	0.671464213	0.7240310298
704	0.6714920114	0.7240041732
705	0.6715476083	0.7239335841
706	0.6716379532	0.7238891458
707	0.6716657516	0.7238437673
708	0.6717282981	0.7237957937
709	0.6716796509	0.7237429909
710	0.6716379532	0.7236943645
711	0.6716796509	0.7236589724
712	0.6718047438	0.7235974966
713	0.6718672903	0.7235509071
714	0.6719159375	0.72350706
715	0.6718116934	0.7234422344
716	0.671818643	0.7234204867
717	0.6719854336	0.7233573106
718	0.6719506856	0.7232874967
719	0.6719506856	0.7232570605
720	0.6720340809	0.7231970598
721	0.672103577	0.7231604368
722	0.6721661234	0.7231183282
723	0.6721939219	0.7230665957
724	0.6722495187	0.7229904487
725	0.6722912164	0.722939014
726	0.6723398636	0.7228887211
727	0.6724510574	0.7228264214
728	0.6724719062	0.7227812625
729	0.6724788558	0.7227513972
730	0.6725830999	0.7226913497
731	0.6725761503	0.7226402289
732	0.6726456464	0.7226014491
733	0.6725414023	0.7225390867
734	0.6726108984	0.7224919057
735	0.6726803945	0.7224455128
736	0.6726873441	0.7223871546
737	0.6725553015	0.722322491
738	0.672652596	0.7222944243
739	0.6725969992	0.7222593286
740	0.6727498905	0.7221947573
741	0.6727637898	0.7221455749
742	0.6727637898	0.7221045029
743	0.6727846386	0.7220677371
744	0.6728888827	0.7220259608
745	0.6728402355	0.7219910789
746	0.6728958323	0.7219395313
747	0.6730139757	0.7218885586
748	0.673097371	0.7218411199
749	0.6730765221	0.7217906328
750	0.6730695725	0.7217245715
751	0.6731599174	0.7216885
752	0.6732016151	0.7216378044
753	0.6732711112	0.7215699087
754	0.673257212	0.72148205
755	0.6732641616	0.7214430797
756	0.6733336576	0.7214076546
757	0.6733823049	0.7213844503
758	0.6733823049	0.7213342939
759	0.6734240026	0.7212909112
760	0.6733545065	0.7212416226
761	0.673451801	0.7211836101
762	0.6735004482	0.72112294
763	0.6734240026	0.7210870771
764	0.673486549	0.721037904
765	0.6736185916	0.7209616266
766	0.6735421459	0.7209177342
767	0.6736046924	0.7208659498
768	0.6736255412	0.7208168181
769	0.6736255412	0.7207750505
770	0.67364639	0.7207313118
771	0.6736185916	0.720622141
772	0.673611642	0.7205385043
773	0.6736324908	0.7204817514
774	0.6735768939	0.7204441384
775	0.6736672389	0.7204008786
776	0.6736741885	0.7203507306
777	0.6736950373	0.7202709129
778	0.6736741885	0.7202352403
779	0.6736324908	0.720194103
780	0.6737019869	0.7201639938
781	0.6737228357	0.7201042207
782	0.6737367349	0.7200818811
783	0.6737506342	0.7200297554
784	0.6737228357	0.7199217195
785	0.673806231	0.7198864269
786	0.6738131806	0.7198334686
787	0.6738896263	0.7197905348
788	0.6740077697	0.7197427446
789	0.6740008201	0.7196999153
790	0.6741050642	0.7196565218
791	0.6742023587	0.7196067193
792	0.6741884595	0.7195585199
793	0.674251006	0.7194961704
794	0.6742093083	0.7194674297
795	0.6744386454	0.7193852981
796	0.6743344013	0.7193505381
797	0.6744316958	0.719268418
798	0.674480343	0.719241723
799	0.6744316958	0.7192027657
800	0.6743691493	0.7191623652
801	0.6744247462	0.7191241112
802	0.6744038973	0.7190533232
803	0.6744664438	0.7190119141
804	0.6744038973	0.7189627031
805	0.6745289903	0.7189069699
806	0.6745845872	0.7188400766
807	0.6746749321	0.7187963814
808	0.6747861258	0.7187482718
809	0.6748973195	0.7187177512
810	0.674800025	0.7186797665
811	0.6747235793	0.7185983659
812	0.6747166297	0.7185683997
813	0.6746957809	0.7185415184
814	0.6746610329	0.7184975055
815	0.6748069746	0.7184508394
816	0.6748556219	0.7184137919
817	0.6748695211	0.7183522742
818	0.6749529164	0.7183111141
819	0.6749807148	0.7182662224
820	0.6748764707	0.7182414585
821	0.6749459668	0.718162812
822	0.6749390172	0.7181151575
823	0.6749529164	0.7180665736
824	0.6749876644	0.7180312204
825	0.6749737652	0.7179783979
826	0.6749807148	0.7178980129
827	0.6750015637	0.7178548097
828	0.6749946141	0.7178241468
829	0.6749876644	0.7177889736
830	0.6750571605	0.7177199434
831	0.6750432613	0.7176676025
832	0.6750780094	0.7176109592
833	0.6751683543	0.7175629835
834	0.6751614047	0.7175229752
835	0.6752517496	0.7174811489
836	0.6753003968	0.7174492938
837	0.6752725984	0.7174224663
838	0.6752934472	0.7173949593
839	0.6753837921	0.7173318431
840	0.6754463386	0.7172733973
841	0.6755297339	0.7172404563
842	0.6755227843	0.7171872676
843	0.6755088851	0.717130561
844	0.6755575323	0.7171068979
845	0.6754880362	0.7170405014
846	0.6754671874	0.7169919967
847	0.6755088851	0.7169279997
848	0.6755158347	0.7168858545
849	0.6755714315	0.716842832
850	0.6755019355	0.716772628
851	0.6755575323	0.7167058018
852	0.6755714315	0.7166694882
853	0.6755019355	0.7166393376
854	0.6755436331	0.7166016396
855	0.6756200788	0.7165367037
856	0.6756409276	0.7165030279
857	0.6757034741	0.7164765063
858	0.6756478772	0.7164476034
859	0.675633978	0.7164303862
860	0.6756548269	0.7163825945
861	0.6758007686	0.7163140916
862	0.6759258616	0.7162630289
863	0.6759606096	0.7161928211
864	0.6759119624	0.716164192
865	0.6759675592	0.7161129859
866	0.67595366	0.7160689567
867	0.6759675592	0.7160311404
868	0.6759814584	0.7159835409
869	0.6760857026	0.7159171137
870	0.6761274002	0.7158742688
871	0.6760718034	0.715806355
872	0.6760857026	0.7157720375
873	0.6760301057	0.7157124795
874	0.6761204506	0.7156598248
875	0.676113501	0.7156162307
876	0.6761690979	0.7155727202
877	0.6761968963	0.715527361
878	0.6762524932	0.7154860664
879	0.6762246947	0.7154674764
880	0.6761621483	0.7154353311
881	0.6762524932	0.7154109296
882	0.6763150396	0.7153733286
883	0.6763497877	0.715330155
